drugbank_id	name	type	groups	categories
DB11179	Exametazime	small molecule	approved	Ketones
DB11180	Tetrofosmin	small molecule	approved	
DB11181	Homatropine	small molecule	approved	Alkaloids|Anticholinergic Agents|Autonomic Agents|Aza Compounds|Azabicyclo Compounds|Muscarinic Agonists|Muscarinic Antagonists|Mydriatics and Cycloplegics|Ophthalmologicals|Parasympatholytics|Peripheral Nervous System Agents|Sensory Organs
DB11182	Rose bengal free acid	small molecule	approved|investigational	Colouring Agents|Diagnostic Agents|Ophthalmologicals|Other Diagnostics|Sensory Organs
DB11183	Light green SF yellowish	small molecule	approved|experimental	Acids|Acids, Noncarboxylic|Amines|Ammonium Compounds|Arylsulfonates|Arylsulfonic Acids|Nitrogen Compounds|Onium Compounds|Quaternary Ammonium Compounds|Sulfonic Acids|Sulfur Acids|Sulfur Compounds
DB11184	Oftasceine	small molecule	approved	
DB11185	Sulisobenzone	small molecule	approved	Benzene Derivatives|Benzhydryl Compounds|Ketones|Sunscreening Agents
DB11186	Pentoxyverine	small molecule	approved|investigational	Antitussive Agents|Central Nervous System Agents|Cough and Cold Preparations|Cycloparaffins|Respiratory System Agents
DB11189	Magnesium glycinate	small molecule	approved	Agents that produce neuromuscular block (indirect)|Calculi Dissolution Agent|Laxatives|Osmotic Laxative
DB11190	Pantethine	small molecule	approved|investigational	Alimentary Tract and Metabolism|Sulfhydryl Compounds|Sulfur Compounds|Vitamin B Complex|Vitamins
DB11191	Cobamamide	small molecule	approved	Antianemic Preparations|Blood and Blood Forming Organs|Coenzymes|Corrinoids|Enzymes and Coenzymes|Vitamin B Complex|VITAMIN B12 AND FOLIC ACID|Vitamins
DB11193	Papain	small molecule	approved	Cysteine Endopeptidases|Cysteine Proteases|Endopeptidases|Enzymes|Enzymes and Coenzymes|Gastrointestinal Agents|Hydrolases|Peptide Hydrolases
DB11195	Xylitol	small molecule	experimental|investigational	Alcohols|Carbohydrates|Diet, Food, and Nutrition|Flavoring Agents|Food|Food Additives|Food and Beverages|Physiological Phenomena|Sugar Alcohols|Sweetening Agents
DB11197	Ferrous cysteine glycinate	small molecule	approved	
DB11198	Peppermint oil	small molecule	approved|investigational	Antiemetics|Antifoaming Agents|Autonomic Agents|Biological Products|Central Nervous System Agents|Complex Mixtures|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 Enzyme Inhibitors|Gastrointestinal Agents|Herbs and Natural Products|Lipids|Non-Standardized Food Allergenic Extract|Non-Standardized Plant Allergenic Extract|Oils|Oils, Volatile|Parasympatholytics|Peripheral Nervous System Agents|Plant Preparations
DB11199	Sage oil	small molecule	approved|nutraceutical	Agents that reduce seizure threshold|Non-Standardized Food Allergenic Extract|Non-Standardized Plant Allergenic Extract
DB11200	Aluminum zirconium octachlorohydrex gly	small molecule	approved	
DB11201	Menthyl salicylate	small molecule	approved	
DB11202	N-alkyl ethylbenzyl dimethyl ammonium (C12-C14)	small molecule	approved	
DB11203	Boron	small molecule	approved	Diet, Food, and Nutrition|Elements|Food|Food and Beverages|Growth Substances|Metalloids|Micronutrients|Physiological Phenomena|Trace Elements
DB11204	Panthenol	small molecule	approved	
DB11205	Alcloxa	small molecule	approved	
DB11206	Bemotrizinol	small molecule	approved	Benzene Derivatives|Sunscreening Agents
DB11207	Amiloxate	small molecule	approved	Acids, Carbocyclic
DB11208	Aluminum chlorohydrex propylene glycol	small molecule	approved	
DB11209	Iron protein succinylate	small molecule	approved|investigational	Acids, Acyclic|Amino Acids, Peptides, and Proteins|Anemia, Hypochromic, drug therapy|Beverages|Bodily Secretions|Dairy Products|Dicarboxylic Acids|Diet, Food, and Nutrition|Dietary Proteins|Ferric Compounds|Fluids and Secretions|Food|Food and Beverages|Hematinics|Hematologic Agents|Iron|Milk components|Physiological Phenomena|Proteins
DB11210	Ferrous bisglycinate	small molecule	approved	Amino Acids|Amino Acids, Peptides, and Proteins|Iron Compounds|Organometallic Compounds
DB11217	Arbutin	small molecule	approved	Carbohydrates|Glucosides|Glycosides
DB11218	Tea tree oil	small molecule	approved	Anti-Infective Agents|Anti-Infective Agents, Local|Biological Products|Complex Mixtures|Lipids|Miscellaneous Local Anti-infectives|Oils|Oils, Volatile|Plant Oils|Plant Preparations
DB11219	Enzacamene	small molecule	approved	Bornanes|Ketones|Monoterpenes|Norbornanes|Sunscreen Agents|Sunscreening Agents|Terpenes
DB11220	Octacosanol	small molecule	nutraceutical	Alcohols|Lipids
DB11221	Dioxybenzone	small molecule	approved	Benzene Derivatives|Benzhydryl Compounds|Ketones|Sunscreening Agents
DB11222	Benzoin resin	biotech	approved	Angiosperms|Biological Products|Complex Mixtures|Embryophyta|Eukaryota|Miscellaneous Local Anti-infectives|Pharmaceutical Preparations|Plant Preparations|Plants|Streptophyta|Styracaceae|Viridiplantae
DB11223	Tolu balsam	small molecule	experimental	Biological Products|Biomedical and Dental Materials|Biopolymers|Complex Mixtures|Macromolecular Substances|Plant Exudates|Polymers|Resins, Plant|Standardized Chemical Allergen
DB11225	Peg-100 stearate	small molecule	approved	Pegylated agents
DB11226	Ethylhexyl methoxycrylene	small molecule	approved|experimental	
DB11228	Methylcellulose	small molecule	approved	Alimentary Tract and Metabolism|Biomedical and Dental Materials|Biopolymers|Bulk-Forming Laxatives|Carbohydrates|Cellulose|Drugs for Constipation|EENT Drugs, Miscellaneous|Glucans|Laxatives|Macromolecular Substances|Polymers|Polysaccharides
DB11229	Padimate A	small molecule	experimental|withdrawn	Acids, Carbocyclic|Aminobenzoates|Benzene Derivatives|Benzoates
DB11230	Magnesium Aluminum Silicate	small molecule	approved	Acids|Acids, Noncarboxylic|Agents that produce neuromuscular block (indirect)|Anions|Electrolytes|Ions|Minerals|Oxides|Oxygen Compounds|Pharmaceutic Aids|Silicic Acid|Silicon Compounds|Silicon Dioxide
DB11231	Lycopene	small molecule	approved|investigational	Alkenes|Anticarcinogenic Agents|Antineoplastic Agents|Antioxidants|Biological Factors|Cyclohexanes|Cyclohexenes|Cycloparaffins|Hydrocarbons, Acyclic|Pigments, Biological|Polyenes|Protective Agents|Radiation-Protective Agents|Terpenes
DB11233	Silver citrate	small molecule	experimental	
DB11234	Poliglusam	small molecule	approved	Anticholesteremic Agents|Biocompatible Materials|Biomedical and Dental Materials|Biopolymers|Carbohydrates|Chelating Agents|Chitin|Coagulants|Hematologic Agents|Hemostatics|Hypolipidemic Agents|Lipid Regulating Agents|Macromolecular Substances|Noxae|Polymers|Polysaccharides|Sequestering Agents|Toxic Actions
DB11235	Thonzylamine	small molecule	approved	Agents producing tachycardia|Antiallergic Agents, Excl. Corticosteroids|Anticholinergic Agents|Antihistamines for Systemic Use|Antihistamines for Topical Use|Antipruritics, Incl. Antihistamines, Anesthetics, Etc.|Dermatologicals|Histamine Agents|Histamine Antagonists|Histamine H1 Antagonists|Muscarinic Antagonists|Nasal Preparations|Neurotransmitter Agents|Substituted Ethylene Diamines
DB11237	Trypsin	small molecule	approved|vet_approved	Blood and Blood Forming Organs|Dermatologicals|Endopeptidases|Enzymes|Enzymes and Coenzymes|Hydrolases|Musculo-Skeletal System|Peptide Hydrolases|Preparations for Treatment of Wounds and Ulcers|Serine Endopeptidases|Serine Proteases
DB11238	Borage oil	small molecule	approved|investigational	Agents that reduce seizure threshold|Biological Products|Complex Mixtures|Dietary Fats, Unsaturated|Fatty Acids|Fatty Acids, Essential|Fatty Acids, Omega-6|Fatty Acids, Unsaturated|Linolenic Acids|Lipids|Oils|Plant Preparations
DB11239	Aluminum sulfate	small molecule	approved	Acids|Acids, Noncarboxylic|Adjuvants, Immunologic|Aluminium Compounds|Anions|Electrolytes|Immunologic Factors|Ions|Laxatives|Osmotic Laxative|Sulfates|Sulfur Acids|Sulfur Compounds|Sulfuric Acids
DB11242	Gelatin	small molecule	approved|vet_approved	Amino Acids, Peptides, and Proteins|Proteins|Scleroproteins
DB11243	Ethyl macadamiate	small molecule	approved	
DB11244	Cyclomethicone 5	small molecule	approved	
DB11246	Copper gluconate	small molecule	approved|investigational	Acids, Acyclic|Carbohydrates|Copper-containing Intrauterine Device|Hydroxy Acids|Sugar Acids
DB11247	Sambucus nigra flowering top	biotech	experimental	
DB11248	Zinc gluconate	small molecule	approved|vet_approved	Acids, Acyclic|Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use|Alimentary Tract and Metabolism|Carbohydrates|Copper Absorption Inhibitor|Hydroxy Acids|Mineral Supplements|Sugar Acids|Vasoprotectives|Zinc Compounds
DB11250	Glyceryl monostearate	small molecule	experimental	Lipids
DB11251	Tocopherol	small molecule	approved|investigational	Alimentary Tract and Metabolism|Antioxidants|Benzopyrans|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Diet, Food, and Nutrition|Food|Food and Beverages|Growth Substances|Micronutrients|Physiological Phenomena|Protective Agents|Pyrans|Vitamin E|Vitamins|Vitamins (Fat Soluble)
DB11252	Poloxamer 407	small molecule	approved|investigational	Alcohols|Biomedical and Dental Materials|Drug Delivery Systems|Ethylene Glycols|Excipients|Glycols|Macromolecular Substances|Pharmaceutic Aids|Pharmaceutical Preparations|Pharmaceutical Vehicles|Polyethylene Glycols|Polymers|Surface-Active Agents
DB11253	Xanthan gum	small molecule	approved	Antigens|Antigens, Bacterial|Biological Factors|Carbohydrates|Diet, Food, and Nutrition|Drug Carriers|Food|Food Additives|Food and Beverages|Physiological Phenomena|Polysaccharides
DB11254	Hexylresorcinol	small molecule	approved	Anthelmintics|Anti-Infective Agents|Anti-Infective Agents, Local|Antiparasitic Agents|Benzene Derivatives|Miscellaneous Anti-infectives|Phenols|Resorcinols|Throat Preparations
DB11255	Chromium picolinate	small molecule	approved	Iron Chelating Agents|Pyridines|Sequestering Agents|Standardized Chemical Allergen
DB11256	Levomefolic acid	small molecule	approved|investigational	Amino Acids|Amino Acids, Acidic|Amino Acids, Dicarboxylic|Amino Acids, Peptides, and Proteins|Folic Acid and Derivatives|Vitamin B Complex|Vitamins
DB11257	Fluoride ion	small molecule	approved	
DB11259	Diosmetin	small molecule	experimental	Benzopyrans|Chromones|Pyrans
DB11260	Diacetyl benzoyl lathyrol	small molecule	approved	
DB11261	Atractylodes japonica root	small molecule	approved	
DB11262	Bisoctrizole	small molecule	approved	
DB11263	Polydatin	small molecule	approved	Benzene Derivatives|Benzylidene Compounds|Carbohydrates|Drugs, Chinese Herbal|Glycosides
DB11264	Calcium glycerophosphate	small molecule	approved	Carbohydrates|Lipids|Membrane Lipids|Phospholipids|Sugar Phosphates
DB11265	Curcuma xanthorrhiza oil	biotech	nutraceutical	
DB11266	Sea salt	small molecule	approved	
DB11267	Triethoxycaprylylsilane	small molecule	experimental	Naphthalenes|Organosilicon Compounds|Quinones|Silicon Compounds
DB11268	Protocatechualdehyde	small molecule	approved	Aldehydes|Anticoagulants|Benzene Derivatives|Hematologic Agents|Phenols
DB11269	Diethylamino hydroxybenzoyl hexyl benzoate	small molecule	approved	Amines|Aniline Compounds|Benzene Derivatives|Benzhydryl Compounds|Ketones|Phenols
DB11270	Atractylodes japonica root oil	small molecule	approved	
DB11271	Polysilicone-15	small molecule	approved	
DB11272	Methyl undecenoyl leucinate	small molecule	approved	
DB11273	Dihydroergocornine	small molecule	approved	Agents that produce hypertension|Alkaloids|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Dopamine Agents|Dopamine Agonists|Ergot Alkaloids and Derivatives|Ergot-derivative Dopamine Receptor Agonists|Ergotamines|Neurotransmitter Agents
DB11274	Dihydro-alpha-ergocryptine	small molecule	approved	Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates
DB11275	Epicriptine	small molecule	approved	Alkaloids
DB11276	Pine needle oil (pinus mugo)	small molecule	approved|experimental	
DB11277	Aluminum zirconium pentachlorohydrex gly	small molecule	approved	
DB11278	DL-Methylephedrine	small molecule	approved	Adrenergic Agonists|Adrenergic alpha-2 Receptor Agonists|Adrenergic alpha-Agonists|Agents producing tachycardia|Agents that produce hypertension
DB11279	Brilliant green cation	small molecule	approved|vet_approved	Amines|Ammonium Compounds|Anti-Infective Agents|Anti-Infective Agents, Local|Coloring Agents|Nitrogen Compounds|Onium Compounds
DB11282	Diethyltoluamide	small molecule	approved	Acids, Carbocyclic|Agrochemicals|Amides|Antiparasitic Products, Insecticides and Repellents|Benzamides and benzamide derivatives|Benzene Derivatives|Benzoates|Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents|Insect Repellents|Insecticides and Repellents|Pesticides|Protective Agents|Toxic Actions
DB11283	DL-dimyristoylphosphatidylcholine	small molecule	approved	Carbohydrates|Glycerophosphates|Glycerophospholipids|Indicators and Reagents|Laboratory Chemicals|Lipids|Membrane Lipids|Phosphatidic Acids|Phosphatidylcholines|Phospholipids|Sugar Phosphates
DB11284	DL-dimyristoylphosphatidylglycerol	small molecule	approved	Carbohydrates|Glycerophosphates|Glycerophospholipids|Lipids|Membrane Lipids|Phosphatidic Acids|Phospholipids|Sugar Phosphates
DB11286	Colloidal oatmeal	biotech	approved|nutraceutical	Allergens|Cell-mediated Immunity|Dietary Proteins|Grain Proteins|Increased Histamine Release|Non-Standardized Food Allergenic Extract|Non-Standardized Plant Allergenic Extract|Plant Proteins
DB11288	Borneol	small molecule	experimental	Monoterpenes|Norbornanes|Perfume|Terpenes
DB11293	Rice bran oil	small molecule	approved	Anticholesteremic Agents|Biological Products|Complex Mixtures|Dietary Fats, Unsaturated|Hypolipidemic Agents|Lipid Regulating Agents|Lipids|Noxae|Oils|Plant Preparations|Toxic Actions
DB11294	Coccidioides immitis spherule	biotech	approved	Cell-mediated Immunity|Skin Test Antigen
DB11295	Trichophyton verrucosum	small molecule	approved	
DB11296	Prezatide	small molecule	experimental	Amino Acids, Peptides, and Proteins|Growth Substances|Peptides
DB11298	Thioredoxin	small molecule	approved	Amino Acids, Peptides, and Proteins|Proteins
DB11299	Vanillyl butyl ether	small molecule	approved	
DB11300	Thrombin	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Biological Factors|Blood and Blood Forming Organs|Blood Coagulation Factors|Blood Proteins|Coagulants|Endopeptidases|Enzyme Precursors|Enzymes|Enzymes and Coenzymes|Hematologic Agents|Hemostatics|Hydrolases|Increased Coagulation Factor Activity|Local Hemostatics|Peptide Hydrolases|Proteins|Serine Endopeptidases|Serine Proteases
DB11301	Curcuma aromatica root oil	small molecule	approved	
DB11302	Hydrogenated soybean oil	small molecule	approved	
DB11304	Phenoxyethanol	small molecule	approved	Alcohols|Anesthetics|Anti-Infective Agents|Anti-Infective Agents, Local|Central Nervous System Agents|Glycols
DB11305	Quaternium-18	small molecule	experimental	
DB11311	Prothrombin	biotech	approved	Amino Acids, Peptides, and Proteins|Biological Factors|Blood Coagulation Factors|Blood Proteins|Enzyme Precursors|Enzymes and Coenzymes|Increased Coagulation Activity|Proteins
DB11312	Protein C	biotech	approved	Amino Acids, Peptides, and Proteins|Anticoagulants|Biological Factors|Blood and Blood Forming Organs|Blood Coagulation Factor Inhibitors|Blood Proteins|Carbohydrates|Cardiovascular Agents|Decreased Coagulation Factor Activity|Enzyme Precursors|Enzymes|Enzymes and Coenzymes|Fibrin Modulating Agents|Fibrinolytic Agents|Glycoconjugates|Glycoproteins|Hematologic Agents|Proteins
DB11315	Methscopolamine	small molecule	approved	Agents producing tachycardia|Alimentary Tract and Metabolism|Alkaloids|Anticholinergic Agents|Autonomic Agents|Aza Compounds|Azabicyclo Compounds|Belladonna Alkaloids, Semisynthetic, Quaternary Ammonium Compounds|Belladonna and Derivatives, Plain|Drugs for Functional Gastrointestinal Disorders|Muscarinic Antagonists|Mydriatics and Cycloplegics|Ophthalmologicals|Parasympatholytics|Peripheral Nervous System Agents|Scopolamine Derivatives|Sensory Organs|Synthetic Anticholinergics, Quaternary Ammonium Compounds|Tropanes
DB11318	1,2-Docosahexanoyl-sn-glycero-3-phosphoserine	small molecule	experimental	
DB11321	Cod liver oil	small molecule	nutraceutical|vet_approved	Diet, Food, and Nutrition|Dietary Fats|Dietary Fats, Unsaturated|Fats|Fats, Unsaturated|Fish Oils|Food|Food and Beverages|Growth Substances|Lipids|Micronutrients|Oils|Physiological Phenomena
DB11323	Glycol salicylate	small molecule	approved	Acids, Carbocyclic|Benzene Derivatives|Benzoates|Hydroxy Acids|Hydroxybenzoates|Phenols
DB11324	Nonivamide	small molecule	investigational	Acids, Carbocyclic|Alkaloids|Alkenes|Alkynes|Amides|Benzene Derivatives|Benzoates|Catechols|Ethers|Fatty Acids|Fatty Acids, Monounsaturated|Fatty Acids, Unsaturated|Hydrocarbons, Acyclic|Hydroxy Acids|Hydroxybenzoate Ethers|Hydroxybenzoates|Lipids|Nitric Oxide Synthase, antagonists & inhibitors|Peripheral Nervous System Agents|Phenols|Phenyl Ethers|Polyunsaturated Alkamides|Sensory System Agents|Solanaceous Alkaloids
DB11326	Boric acid	small molecule	approved	Acids|Acids, Noncarboxylic|Agrochemicals|Anti-Infective Agents|Boron Compounds|Insecticides|Otologicals|Pesticides|Sensory Organs|Toxic Actions
DB11327	Dipyrithione	small molecule	approved	
DB11328	Tetradecyl hydrogen sulfate (ester)	small molecule	approved	
DB11329	C11-12 isoparaffin	small molecule	approved	
DB11330	Factor IX Complex (Human)	biotech	approved|investigational	Amino Acids, Peptides, and Proteins|Biological Factors|Blood Coagulation Factors|Blood Proteins|Proteins
DB11331	1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol))	small molecule	approved	
DB11332	Sinapultide	small molecule	approved	Amino Acids, Peptides, and Proteins|Pulmonary Surfactants
DB11333	Poloxamer 188	small molecule	approved|investigational	Alcohols|Biomedical and Dental Materials|Drug Delivery Systems|Ethylene Glycols|Excipients|Glycols|Macromolecular Substances|Pharmaceutic Aids|Pharmaceutical Preparations|Pharmaceutical Vehicles|Polyethylene Glycols|Polymers|Surface-Active Agents
DB11336	Kinetin	small molecule	approved	Cytokinins|Growth Substances|Plant Growth Regulators|Purines
DB11337	Zeatin	small molecule	experimental	Cytokinins|Growth Substances|Plant Growth Regulators|Purines
DB11338	Clove oil	biotech	approved|nutraceutical	Biological Products|Complex Mixtures|Lipids|Oils|Plant Oils|Plant Preparations
DB11340	Ubiquinol	small molecule	approved|investigational	Benzoquinones|Coenzymes|Enzymes and Coenzymes|Quinones
DB11341	Ichthammol	small molecule	approved	Amines|Ammonium Compounds|Nitrogen Compounds|Onium Compounds
DB11342	Aluminum oxide	small molecule	approved	Aluminium Compounds|Anions|Anti-Acne Preparations|Anti-Acne Preparations for Topical Use|Dermatologicals|Electrolytes|Ions|Oxides|Oxygen Compounds
DB11343	Silanol	small molecule	approved	Organosilicon Compounds|Silicon Compounds
DB11344	(+)-menthol	small molecule	experimental	
DB11345	(S)-camphor	small molecule	experimental	
DB11346	Rubidium	small molecule	approved|investigational	Elements|Metals|Metals, Alkali|Metals, Heavy
DB11348	Calcium Phosphate	small molecule	approved	Acids|Acids, Noncarboxylic|Alimentary Tract and Metabolism|Anions|Biocompatible Materials|Biomedical and Dental Materials|Blood Coagulation Factors|Calcium Compounds|Calcium Salts|Ceramics|Electrolytes|Ions|Mineral Supplements|Phosphate Binder|Phosphate salts|Phosphoric Acids|Phosphorus Acids|Phosphorus Compounds
DB11349	Cetyl ethylhexanoate	small molecule	approved	
DB11350	Cocamidopropyl betaine	small molecule	approved	Amines|Ammonium Compounds|Nitrogen Compounds|Onium Compounds|Quaternary Ammonium Compounds|Surface-Active Agents|Trimethyl Ammonium Compounds
DB11352	Ascorbyl phosphate	small molecule	approved	Vitamin C and analogues|Vitamins
DB11355	Propolis wax	small molecule	approved	
DB11356	Polyquaternium-10 (400 cps at 2%)	small molecule	approved	
DB11357	Linseed oil	small molecule	approved|investigational	Biological Products|Complex Mixtures|Fats|Fats, Unsaturated|Lipids|Oils|Plant Oils|Plant Preparations
DB11358	Evening primrose oil	small molecule	investigational|nutraceutical	Agents that reduce seizure threshold|Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Biological Products|Central Nervous System Agents|Complex Mixtures|Dermatologicals|Dietary Fats, Unsaturated|Fatty Acids|Fatty Acids, Essential|Fatty Acids, Omega-6|Fatty Acids, Unsaturated|Hypolipidemic Agents|Linolenic Acids|Lipid Regulating Agents|Lipids|Noxae|Oenothera biennis|Oils|Peripheral Nervous System Agents|Plant Preparations|Sensory System Agents|Toxic Actions
DB11359	Guaiacol	small molecule	approved	Benzene Derivatives|Catechols|Ethers|Methyl Ethers|Phenols|Phenyl Ethers
DB11360	Lactobacillus plantarum	small molecule	approved|investigational	
DB11361	Betula pendula tar oil	small molecule	nutraceutical	
DB11362	Selexipag	small molecule	approved	Acetates|Acids, Acyclic|Amides|Antihypertensive Agents|Blood and Blood Forming Organs|Cardiovascular Agents|Cytochrome P-450 CYP2C8 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Fatty Acids|Fatty Acids, Volatile|Lipids|OATP1B1/SLCO1B1 Substrates|OATP1B3 substrates|P-glycoprotein/ABCB1 Substrates|Platelet Aggregation Inhibitors Excl. Heparin|Prodrugs|Prostacyclin Receptor Agonist|Prostacyclin Receptor Agonists|Receptors, Prostaglandin, agonists|Vasodilating Agents
DB11363	Alectinib	small molecule	approved|investigational	Antineoplastic Agents|BCRP/ABCG2 Inhibitors|Indoles|Kinase Inhibitor|Kinase Inhibitors|P-glycoprotein/ABCB1 Inhibitors|Protein Kinase Inhibitors|Tyrosine Kinase Inhibitors
DB11364	Pidotimod	small molecule	experimental	Acids, Acyclic|Adjuvants, Immunologic|Amino Acids|Amino Acids, Acidic|Amino Acids, Cyclic|Amino Acids, Dicarboxylic|Amino Acids, Peptides, and Proteins|Antineoplastic and Immunomodulating Agents|Glutamates|Imines|Imino Acids|Immunologic Factors|Pyrrolidines|Pyrrolidinones|Sulfur Compounds|Thiazoles
DB11365	Sennosides	small molecule	approved	Alimentary Tract and Metabolism|Anthracenes|Anthraquinones|Biological Products|Complex Mixtures|Contact Laxatives|Drugs for Constipation|Gastrointestinal Agents|Herbs and Natural Products|Laxatives|Pharmaceutical Preparations|Plant Extracts|Plant Preparations|Quinones
DB11366	Roquinimex	small molecule	investigational	Adjuvants, Immunologic|Angiogenesis Inhibitors|Angiogenesis Modulating Agents|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Growth Inhibitors|Growth Substances|Immunologic Factors|Quinolines
DB11367	Cefroxadine	small molecule	withdrawn	Amides|Anti-Bacterial Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Aza Compounds|Azabicyclo Compounds|beta-Lactams|Cephalexin|Cephalosporins|First-Generation Cephalosporins|Lactams|Nephrotoxic agents|Sulfur Compounds|Thiazines
DB11368	Chlorophetanol	small molecule	experimental	Antifungals for Dermatological Use|Antifungals for Topical Use|Dermatologicals
DB11371	Alfaxalone	small molecule	vet_approved	Anesthetics|Anesthetics, General|Central Nervous System Agents|Central Nervous System Depressants|Nervous System|Pregnanes|Steroids
DB11372	Altrenogest	small molecule	vet_approved	Adrenal Cortex Hormones|Estranes|Estrenes|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Progesterone Congeners|Progestins|Steroids
DB11376	Azaperone	small molecule	investigational|vet_approved	Antipsychotic Agents|Antipsychotic Agents (First Generation [Typical])|Butyrophenones|Central Nervous System Agents|Central Nervous System Depressants|Dopamine Agents|Dopamine Antagonists|Dopamine D2 Receptor Antagonists|Hypnotics and Sedatives|Ketones|Neurotoxic agents|Neurotransmitter Agents|Psychotropic Drugs|Tranquilizing Agents
DB11386	Chlorobutanol	small molecule	approved|investigational|vet_approved	Alcohols|Alimentary Tract and Metabolism|Antiemetics and Antinauseants|Butanols|Chlorohydrins|Fatty Alcohols|Lipids|Pharmaceutic Aids|Pharmaceutical Preparations|Preservatives, Pharmaceutical
DB11390	Coumaphos	small molecule	vet_approved	Agrochemicals|Anthelmintics|Anti-Infective Agents|Antinematodal Agents|Antiparasitic Agents|Benzopyrans|Cholinergic Agents|Cholinesterase Inhibitors|Coumarins|Enzyme Inhibitors|Insecticides|Narrow Therapeutic Index Drugs|Neurotransmitter Agents|Organophosphates|Organophosphorus Compounds|Organothiophosphates|Organothiophosphorus Compounds|Pesticides|Potential QTc-Prolonging Agents|Pyrans|QTc Prolonging Agents|Sulfur Compounds|Toxic Actions|Umbelliferones
DB11395	Deracoxib	small molecule	vet_approved	Amides|Sulfones|Sulfur Compounds
DB11397	Dichlorvos	small molecule	vet_approved	Agrochemicals|Anthelmintics|Anti-Infective Agents|Antiparasitic Agents|Cholinergic Agents|Cholinesterase Inhibitors|Enzyme Inhibitors|Insecticides|Neurotransmitter Agents|Organophosphates|Organophosphorus Compounds|Pesticides|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Toxic Actions
DB11398	Diclazuril	small molecule	investigational|vet_approved	Anti-Infective Agents|Antiparasitic Agents|Antiprotozoals|Coccidiostats
DB11403	Emodepside	small molecule	investigational|vet_approved	Amino Acids, Peptides, and Proteins|Peptides|Peptides, Cyclic
DB11408	Famphur	small molecule	vet_approved	Agrochemicals|Insecticides|Organophosphates|Organophosphorus Compounds|Organothiophosphorus Compounds|Pesticides|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Sulfur Compounds|Toxic Actions
DB11411	Fenprostalene	small molecule	vet_approved	Abortifacient Agents|Abortifacient Agents, Nonsteroidal|Autacoids|Biological Factors|Eicosanoids|Fatty Acids|Fatty Acids, Unsaturated|Inflammation Mediators|Lipids|Prostaglandins|Prostaglandins, Synthetic|Reproductive Control Agents
DB11421	Imidacloprid	small molecule	vet_approved	Agrochemicals|Cholinergic Agents|Insecticides|Neurotransmitter Agents|Pesticides|Toxic Actions
DB11427	Maropitant	small molecule	vet_approved	Benzene Derivatives
DB11429	Mibolerone	small molecule	vet_approved	Estranes|Estrenes|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB11431	Moxidectin	small molecule	investigational|vet_approved	Agrochemicals|Anthelmintics|Anti-Infective Agents|Antinematodal Agents|Antiparasitic Agents|BCRP/ABCG2 Substrates|Insecticides|Lactones|P-glycoprotein/ABCB1 Substrates|Pesticides|Polyketides|Toxic Actions
DB11437	Nitarsone	small molecule	vet_approved	Organometallic Compounds
DB11440	Norgestomet	small molecule	vet_approved	Pregnanes|Pregnenes|Progesterone Congeners|Steroids
DB11446	Oxfendazole	small molecule	investigational|vet_approved	Acids, Acyclic|Anthelmintics|Anti-Infective Agents|Antinematodal Agents|Antiparasitic Agents|Benzimidazoles|Carbamates|Sulfur Compounds
DB11448	Phosmet	small molecule	vet_approved	Acids, Carbocyclic|Agrochemicals|Imides|Insecticides|Isoindoles|Organophosphates|Organophosphorus Compounds|Organothiophosphates|Organothiophosphorus Compounds|Pesticides|Phthalic Acids|Phthalimides|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Sulfur Compounds|Toxic Actions
DB11450	Pimobendan	small molecule	vet_approved	Cardiotonic Agents|Cardiovascular Agents|Cytochrome P-450 CYP1A2 Substrates|Enzyme Inhibitors|Phosphodiesterase Inhibitors|Protective Agents|Vasodilating Agents
DB11451	Poloxalene	small molecule	investigational|vet_approved	Alcohols|Anti-Infective Agents|Biomedical and Dental Materials|Disinfectants|Ethylene Glycols|Gastrointestinal Agents|Glycols|Macromolecular Substances|Polyethylene Glycols|Polymers|Surface-Active Agents
